,Restaurant_Name,Inspection_Score,vp_total
10781,LOS CHAPULINES,94,6.0
10782,DON JORGE'S COCINA,90,10.0
10783,CLUB DADA,88,12.0
10784,CORNER BAKERY CAFE,91,9.0
10785,TERRY BLACK'S BBQ,98,2.0
10786,BAYLOR HOSPITAL CAFETERIA,80,20.0
10787,CARNIVAL FOOD STORE #77 MEAT,89,11.0
10788,FORUM AT PARK LANE - MAIN,87,13.0
10789,MI SAZON MEXICAN RESTAURANT,84,16.0
10790,TROPICS BAR & CLUB INC,97,3.0
10791,BIERGARTEN,97,3.0
10792,CARNIVAL FOOD STORES #77/GROCERY,89,11.0
10793,CUZCO CUISINE,84,16.0
10794,LA CALLE DOCE IN LAKEWOOD,80,20.0
10795,CRAB HOUSE,82,18.0
10796,FLOWER CHILD,90,10.0
10797,JERSEY JOE'S DELI,97,3.0
10798,ORANGE CHICKEN EXPRESS CHINESE FOOD,81,19.0
10799,CHICK-FIL-A,85,15.0
10800,TORTILLERIA LA SABROCITA - TORTILLA SHOP,89,11.0
10801,KOTTA SUSHI LOUNGE,91,9.0
10802,TARGET/STARBUCKS,97,3.0
10803,BRENTFIELD ELEMENTARY 2ND K-2,98,2.0
10804,DALLAS ATHLETIC CLUB 19TH HOLE,96,4.0
10805,WINE'TASTIC!,95,5.0
10806,ONI RAMEN,91,9.0
10807,UNLEAVENED FRESH KITCHEN,89,11.0
10808,TREEMONT HEALTHCARE & REHAB. CENTER,91,9.0
10809,FOODA GALLERIA TOWER TWO,98,2.0
10810,CASTRO'S TAQUERIA,90,10.0
10811,BIG DADDY'S SUPERMARKET,93,7.0
10812,EL PATRON SPORTS BAR,90,10.0
10813,SAM'S CLUB #6372 CAFE,91,9.0
10814,BRAIN DEAD BREWING,88,12.0
10815,KFC,93,7.0
10816,IL CANE ROSSO,94,6.0
10817,RAINBOW DONUTS,90,10.0
10818,BANGKOK INN,81,19.0
10819,BAWA TEXACO,90,10.0
10820,GOOD DONUTS,86,14.0
10821,JACK IN THE BOX #3837,80,20.0
10822,NESTLE TOLLHOUSE CAFE,92,8.0
10823,CARNIVAL FOOD STORE #77 DELI,90,10.0
10824,BROTHERHOOD FOOD MART,86,14.0
10825,STEPHEN C. FOSTER ELEMENTARY AUXILIARY KITCHEN,98,2.0
10826,CHIPOTLE MEXICAN GRILL,94,6.0
10827,EL CENTRO COLLEGE CULINARY KITCHEN #6,97,3.0
10828,WILLIAMS CHICKEN,92,8.0
10829,MYANMAR FOOD STORE,93,7.0
10830,HIDE,97,3.0
10831,LESLIE'S BAKERY,73,27.0
10832,VAMPIRE PENGUIN,92,8.0
10833,THE BLUE FISH,80,20.0
10834,TAQUERIA CHIMALHUACAH,84,16.0
10835,CASH SAVER,88,12.0
10836,TURKEY LEG PARADISE,88,12.0
10837,KFC,95,5.0
10838,PEABERRY COFFEE,97,3.0
10839,TROPHY ROOM,87,13.0
10840,TARGET  T3292,89,11.0
10841,GATEWAY #2,94,6.0
10842,SKY BLOSSOM,93,7.0
10843,TAQUERIA DONA ELVA,92,8.0
10844,THE BREAKFAST BAR,96,4.0
10845,AMVETS POST 23,93,7.0
10846,OPUS CATERING - IN BACK ROOM,86,14.0
10847,ANNA'S DELI,93,7.0
10848,UPTOWN TAVERN & WINE BAR,85,15.0
10849,PT'S MENS CLUB,86,14.0
10850,DOLCE RIVIERA,88,12.0
10851,PIZZA PATRON #0005,86,14.0
10852,EUREKA DALLAS,94,6.0
10853,HARLOWE MXM (RIGHT),92,8.0
10854,THE HENRY,96,4.0
10855,RODEO GOAT,90,10.0
10856,KOFE LOUNGE,90,10.0
10857,SUNNY WOK,86,14.0
10858,FEED ME PRONTO,89,11.0
10859,DALLAS GRILLED CHEESE CO,80,20.0
10860,MATTS RANCHO,87,13.0
10861,SHINSAEGAE,86,14.0
10862,CESAR'S TACOS,80,20.0
10863,HOUSE OF BLUES /FOUNDATION KITCHEN,96,4.0
10864,SONIC DRIVE IN,100,0.0
10865,TORTILLERIA QUIROGA,83,17.0
10866,ORANGE CAFE,91,9.0
10867,MACY'S TASTE BAR,92,8.0
10868,BO-LEO'S TACO SHACK,90,10.0
10869,STEADY POPPING POPCORN,85,15.0
10870,LA MICHOACANA TAQUERIA,81,19.0
10871,BAWA TEXACO,95,5.0
10872,ZAGUAN EXPRESS,90,10.0
10873,TOOTIE'S  SOUTHERN KITCHEN,95,5.0
10874,GUTHRIE'S CATERING,91,9.0
10875,THE TRADITION - KITCHEN & DINING,85,15.0
10876,CHIPOTLE MEXICAN GRILL,98,2.0
10877,T C GROCERY,86,14.0
10878,STARBUCKS COFFEE #695,98,2.0
10879,CICI'S PIZZA #451,87,13.0
10880,TAJ MAHAL INDIAN RESTAURA,95,5.0
10881,TAQUERIA'S ROJAS,80,20.0
10882,TACO DELI,96,4.0
10883,RAFA'S CAFE MEXICANO,85,15.0
10884,COWBOY SALOON,86,14.0
10885,CAFE MOMENTUM,97,3.0
10886,SUM DANG GOOD CHINESE,95,5.0
10887,AGGIES AFRICAN RESTAURANT LLC,90,10.0
10888,SEAFOOD SHACK,89,11.0
10889,LOCURA LLC,95,5.0
10890,CRAZY COCO,72,28.0
10891,GENJI,98,2.0
10892,KAYCEE CLUB INC OF DALLAS,97,3.0
10893,TACOS CHILO #2,91,9.0
10894,EL RIO PRIVATE CLUB,95,5.0
10895,RICE BOX EXPRESS,90,10.0
10896,MCDONALDS,97,3.0
10897,"GBC FOOD SERVICES, LLC (INSIDE KROGER)",92,8.0
10898,SONIC DRIVE IN,95,5.0
10899,THAI THAI,80,20.0
10900,SUM DANG GOOD CHINESE,81,19.0
10901,7-11CONVENIENCE STORE #33441,100,0.0
10902,HALL'S HONEY FRIED CHICKEN & BBQ,87,13.0
10903,TEI AN,92,8.0
10904,LULU AUTHENTIC MEXICAN RE,80,20.0
10905,CHURCH'S CHICKEN #1439,80,20.0
10906,BEST KING CHINA/GOLDEN CHICK,89,11.0
10907,BRENTFIELD ELEMENTARY 3-6,98,2.0
10908,TACOS MARIACHI,88,12.0
10909,HIEP PHONG BBQ AND VIETNAMESE SANDWICH,80,20.0
10910,OTTO'S,97,3.0
10911,TAQUERIA TAXCO,96,4.0
10912,RED LOBSTER #0873,83,17.0
10913,MARLOW'S ENTERPRISES INC,93,7.0
10914,CRICKLES AND CO.,88,12.0
10915,SPRING CREEK ELEMENTARY,99,1.0
10916,FRESHII,94,6.0
10917,NUNO'S TACOS VEGMEX GRILL,83,17.0
10918,JIMMY JOHN'S SANDWICH SHOP,96,4.0
10919,LA MICHOACANA/CARNICERIA,95,5.0
10920,CHILI'S GRILL & BAR,88,12.0
10921,TACO STOP,82,18.0
10922,A DONUT,88,12.0
10923,LA MICHOACANA (TAQUERIA),92,8.0
10924,KATY TRAIL ICE HOUSE,97,3.0
10925,KARADA DFW,84,16.0
10926,THE RUSTIC,91,9.0
10927,BURGER KING,97,3.0
10928,BUGATTI'S ON BACHMAN CREEK,93,7.0
10929,CARMEN'S RESTAURANT,83,17.0
10930,THE BLUE FISH,93,7.0
10931,JAVIER'S RESTAURANT,80,20.0
10932,SBARRO,82,18.0
10933,EL CENTRO COLLEGE CULINARY KITCHEN #7,97,3.0
10934,DEL FRISCO'S GRILLE 2ND FLR,98,2.0
10935,OEC TOKYO,82,18.0
10936,SUPER MERCADO MEXICO #3,80,20.0
10937,ONE STOP DICKEY'S,81,19.0
10938,ARAMARK CHRIST FOR THE NATIONS,80,20.0
10939,CESAR'S TACOS,80,20.0
10940,ANNE FRANK ELEMENTARY SCHOOL,98,2.0
10941,DISTRICT DOWNTOWN,91,9.0
10942,ONE PERCENT,90,10.0
10943,ARLINGTON HALL,94,6.0
10944,SOCIETY BAKERY LLC,94,6.0
10945,SPRING HILL SUITES,93,7.0
10946,SUPER MERCADO EL CERRITO/TAQUERIA,86,14.0
10947,"EL CENTRO COLLEGE CULINARY, PASTRY & HOSPITALITY",99,1.0
10948,STARBUCKS COFFEE COMPANY,98,2.0
10949,IHOP #3027,85,15.0
10950,THE MEN'S CLUB,85,15.0
10951,SLIM CHICKENS,89,11.0
10952,FAIRFIELD INN & SUITES DALLAS MEDICAL / MARKET CENTER,95,5.0
10953,BIG T CAFE,80,20.0
10954,GUERREROS TAQUERIA,93,7.0
10955,1717 RESTAURANT,86,14.0
10956,CHICK-FIL-A,87,13.0
10957,SWAYZ,92,8.0
10958,TAQUERIA DELICIAS,90,10.0
10959,TEPPO YAKITORI & SUSHI BR,86,14.0
10960,ESCAPOLOGY,93,7.0
10961,ANVIL PUB,95,5.0
10962,COMPASS GROUP USA/CANTEEN VENDING AMAZON FTW1,98,2.0
10963,KAZE,94,6.0
10964,WANG'S RESTAURANT,66,34.0
10965,BENIHANA,93,7.0
10966,OLD HAG'S PIZZA AND PASTA,85,15.0
10967,PLATINUM MARKET / REMY BAR,98,2.0
10968,GILLEY'S,95,5.0
10969,SHERATON DALLAS-BANQUET KITCHEN,96,4.0
10970,THE JUICE BAR,95,5.0
10971,STUDIO MOVIE GRILL,94,6.0
10972,MARIE GABRIELLES,80,20.0
10973,EATZIS DELI AREA,95,5.0
10974,CRIMSON ASIAN CUISINE,93,7.0
10975,BURGER KING #11862,93,7.0
10976,LITTLE CAESARS PIZZA #1617-003,88,12.0
10977,HOUSE OF BLUES MAIN KITCHEN,88,12.0
10978,"""LET'S DO LUNCH""",93,7.0
10979,EL VOCHITO TAQUERIA RESTAURANT,76,24.0
10980,BLUE BAMBOO,91,9.0
10981,THE GREEN DRAGON,94,6.0
10982,HOMEWOOD RESTAURANT,97,3.0
10983,SHOP & SAVE FOOD MART,86,14.0
10984,3RD FL SOUTH WING LVL3,89,11.0
10985,FORESTRIDGE ELEMENTARY,97,3.0
10986,CATHOLIC CONFERENCE & FORMATION CENTER (KITCHEN),87,13.0
10987,J PEPE'S,86,14.0
10988,TORTAS REVOLUCION,92,8.0
10989,STREETLIGHTS UNION BAR,99,1.0
10990,ZOE'S KITCHEN,87,13.0
10991,TAQUERIA LA VENTANA,83,17.0
10992,SOUTH DALLAS GRILL,89,11.0
10993,CHEF'S GALLERY RESTAURANT,87,13.0
10994,CUQUITA'S RESTAURANT,90,10.0
10995,MANHATTAN PROJECT BEER COMPANY (KITCHEN),97,3.0
10996,BECKLEY DONUTS,80,20.0
10997,ZERO DEGREES,86,14.0
10998,LUPITA CAFE,95,5.0
10999,E-Z STOP #1,80,20.0
11000,ZOE'S KITCHEN,83,17.0
11001,TACO RICO TAQUERIA,76,24.0
11002,AFC SUSHI @ BAYLOR HEALTH CARE SYSTEM,94,6.0
11003,THE LUNCH ROOM,81,19.0
11004,PANERA BREAD,94,6.0
11005,PRIMO BROTHERS PIZZA,93,7.0
11006,MILLE LIRE,92,8.0
11007,AMPHITHEATRE BLDG #L3,100,0.0
11008,MALIBU,97,3.0
11009,MARISCOS LA REYNA,81,19.0
11010,KA-TIP,94,6.0
11011,LOTS A PASTA,89,11.0
11012,EATZIS GROCERY(COFFEE) AREA,96,4.0
11013,LAKE HIGHLANDS JR HIGH,100,0.0
11014,ODOMS' BBQ,93,7.0
11015,SPEED MAX #6,91,9.0
11016,PARIGI,92,8.0
11017,DALLAS FOOD DEPOT,91,9.0
11018,ME LATTE CAFE,99,1.0
11019,LA MICHOACANA MEAT MARKET #7,95,5.0
11020,THE MERCHANT HOUSE (1ST FLOOR),86,14.0
11021,BANH MI STATION,93,7.0
11022,JAKE'S HAMBURGERS,90,10.0
11023,TORCHYS TACOS #17,91,9.0
11024,REVIVING LIVES BAPTIST CHURCH INC,84,16.0
11025,EL CENTRO COLLEGE CULINARY KITCHEN #2,97,3.0
11026,JACK IN THE BOX,94,6.0
11027,CORNERSTORE #1592,84,16.0
11028,BAWA TEXACO,92,8.0
11029,EL CENTRO COLLEGE CULINARY KITCHEN #5,100,0.0
11030,O C MEXICAN FOOD,91,9.0
11031,TAQUERIA VAZQUEZ,70,30.0
11032,FIT BREWS,94,6.0
11033,HUNGER BUSTER,96,4.0
11034,GENGHIS GRILL,80,20.0
11035,FIESTA MART COLD DELI,88,12.0
11036,WANG'S RESTAURANT,83,17.0
11037,FAITH FAMILY ACADEMY,97,3.0
11038,JOHN RUNYON ELEMENTARY,91,9.0
11039,KOSTAS CAFE,81,19.0
11040,RODEO CATFISH II,80,20.0
11041,ALOHA BAR-B-QUE,88,12.0
11042,SAVORY EATERY & CITY PLACE,85,15.0
11043,PEPES PIZZA & TIENDA,90,10.0
11044,CHURCH'S CHICKEN #201,97,3.0
11045,FUJISAN,95,5.0
11046,THE BODEGA AT HI LINE,82,18.0
11047,TACO CABANA #136,91,9.0
11048,CLUB DADA,100,0.0
11049,CARNIVAL FOOD STORE #77 PRODUCE,90,10.0
11050,7-11 #24092,95,5.0
11051,LA CABANITA TAQUERIA,81,19.0
11052,DOT'S HOP HOUSE & COCKTAIL COURTYARD (SERVICE BAR),100,0.0
11053,JOHN ON FOOD MART,92,8.0
11054,THE CONTINENTAL RESTAURANT,93,7.0
11055,T D'S BBQ,81,19.0
11056,ARAMARK - CONCOURSE 1 KITCHEN,94,6.0
11057,SOCIAL PIZZA MAPLE AVE LLC,81,19.0
11058,ITALIA EXPRESS,83,17.0
11059,CHEF'S GALLERY RESTAURANT,100,0.0
11060,TAMALERIA Y FRUITERIA PURO FITO,96,4.0
11061,TEXAS THEATRE,87,13.0
11062,INSPIRED VISION ACADEMY II,98,2.0
11063,LE CAVEAU VINOTHEQUE,100,0.0
11064,CHURCH'S CHICKEN #1687,98,2.0
11065,HERBERT MARCUS ELEMENTARY,99,1.0
11066,TORTAS EL RANCHITO #3,100,0.0
11067,MEALS ON WHEELS,100,0.0
11068,PAK PAO,85,15.0
11069,UNITED ARTIST THEATRE,95,5.0
11070,TRADER JOES,96,4.0
11071,CANTINA LAREDO KIOSK,100,0.0
11072,TEXAS TORAH SCHOOL KITCHEN,96,4.0
11073,SPEED MAX,96,4.0
11074,BENNY'S FOOD & MART,100,0.0
11075,WHOLEFOODS MARKET/CHEESE,97,3.0
11076,BURGER KING,100,0.0
11077,STARBUCKS COFFEE #6316,99,1.0
11078,WENDY'S #8604,98,2.0
11079,COOSEMANS DALLAS,98,2.0
11080,WINGSTOP,91,9.0
11081,STARBUCKS COFFEE #6222,95,5.0
11082,WENDY'S #1649,84,16.0
11083,YUMMI SUSHI,87,13.0
11084,TOM THUMB /STARBUCKS,95,5.0
11085,MURPHY'S DELI TRIWEST,93,7.0
11086,STARBUCKS COFFEE COMPANY,100,0.0
11087,GOOD TIME FOOD MART,100,0.0
11088,TOWER CLUB OF DALLAS,98,2.0
11089,NORTHPOINT FRESH MARKET D,93,7.0
11090,MCDONALDS,100,0.0
11091,FAMILY GAT EWAY HOMELESS SHELTER,97,3.0
11092,MCALISTER'S DELI #538,95,5.0
11093,ANDERSON'S BBQ,98,2.0
11094,POPCORN REPUBLIC,97,3.0
11095,JASON'S DELI,97,3.0
11096,HILTON ANATOLE GIFT SHOP,100,0.0
11097,LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCHOOL,99,1.0
11098,WORLD FOOD WAREHOUSE/ BAKERY,91,9.0
11099,CC YOUNG LEVEL 8 (SKILLED NURSING CAFE),100,0.0
11100,JACK IN THE BOX,94,6.0
11101,E Z TRIP FOOD STORES #17,98,2.0
11102,CLARA OLIVER ELEMENTARY,100,0.0
11103,EL BOLERO (OUTSIDE BAR),96,4.0
11104,LEGACY MIDTOWN PARK (2ND FLOOR),100,0.0
11105,CHILI'S GRILL & BAR,96,4.0
11106,TACOS LA BANQUETA PURO D.F,100,0.0
11107,DENNY'S #7421,94,6.0
11108,CONCESSION STAND,98,2.0
11109,RESIDENCE INN KITCHEN,94,6.0
11110,ST BERNARD SCHOOL,96,4.0
11111,SAM'S CLUB/ROTISSERIE,96,4.0
11112,DAIRYETTE,95,5.0
11113,TAQUERIA CHARLY,100,0.0
11114,BABB'S BBQ,100,0.0
11115,CENTENNIAL BAR & BUFFET,100,0.0
11116,GREEN TRADITIONS PRODUCTS,96,4.0
11117,GOOD FRIEND,98,2.0
11118,EL RANCHO #19 KITCHEN,100,0.0
11119,LAS FRESITAS NEVERIA Y FRUTERIA,94,6.0
11120,LRZ CORNER STORE,99,1.0
11121,PHOENIX HOUSE,94,6.0
11122,MONTES BURRITOS - DALLAS,96,4.0
11123,LITTLE KATANA,90,10.0
11124,DALLAS MARRIOTT SUITES,100,0.0
11125,LA DUNI LATIN KITCHEN,100,0.0
11126,DALLAS PETRO CLUB,100,0.0
11127,STUARTS GRO,89,11.0
11128,ANATOLE HOTEL (GOSSIP BAR),95,5.0
11129,CHILOSO MEXICAN BISTRO,100,0.0
11130,STARBUCKS,97,3.0
11131,BENNY'S BAGELS,88,12.0
11132,DONUT 4 YOU,97,3.0
11133,OPUS CATERING - IN BACK ROOM,95,5.0
11134,7-ELEVEN STORE #21104,93,7.0
11135,RICE ELEMENTARY SCHOOL,100,0.0
11136,SONIC,100,0.0
11137,TIENDA ANA SALVADORENA,98,2.0
11138,EMPORIUM PIES,100,0.0
11139,TRADITION PRESTONWOOD II AL,100,0.0
11140,POPEYES,94,6.0
11141,BARUCH HASHEM CONGREGATION,98,2.0
11142,WOLFGANG PUCK LEVEL 18 FIVE SIXTY KITCHEN,95,5.0
11143,SMOOTHIE KING,95,5.0
11144,CAROLYN C BUKHAIR ELEMENTARY,100,0.0
11145,TOM THUMB #3570 (BAKERY),99,1.0
11146,CHIPOTLE MEXICAN GRILL,100,0.0
11147,GREENSPOT MARKET & FUELS,80,20.0
11148,TACO BUENO,100,0.0
11149,TORTILLA FACTORY AND FOOD,96,4.0
11150,STARBUCKS,97,3.0
11151,CC YOUNG (LEVEL 4 CAFE),98,2.0
11152,EL ANTOJO PRODUCE  #2,95,5.0
11153,SAM'S CLUB #8248/DELI,96,4.0
11154,ACCENT FOOD SERVICES-6TH FLOOR-TRINITY,100,0.0
11155,JUICE BOX,97,3.0
11156,THE KOLACHE,98,2.0
11157,MESERO - PRESTON HOLLOW,97,3.0
11158,FORUM AT PARK LANE - 3RD FLOOR,100,0.0
11159,COIT ROAD FUEL STATION,100,0.0
11160,TOM THUMB #2544 DELI,100,0.0
11161,RUNWAY CAFE,100,0.0
11162,STARBUCKS COFFEE #6721,90,10.0
11163,URBAN YOUTH ACADEMY,100,0.0
11164,JAKES HAMBURGERS,99,1.0
11165,STERLING HOTEL BANQUET,100,0.0
11166,EVA CAFE,100,0.0
11167,KROGER SW 509/MARKET,98,2.0
11168,JACK IN THE BOX,100,0.0
11169,FAT RABBIT (2ND FLOOR),100,0.0
11170,WEEKEND,99,1.0
11171,WORLD FOOD WAREHOUSE/ BAKERY,92,8.0
11172,CASSANDRA'S FINE CATERING,96,4.0
11173,BURGER HOUSE,99,1.0
11174,POKE BOP,95,5.0
11175,INDIA CHAAT CAFE,89,11.0
11176,HYATT REGENCY MONDUEL'S,100,0.0
11177,MANNY'S UPTOWN TEX-MEX,96,4.0
11178,BIG O PIZZA & PASTA,92,8.0
11179,BILLY EARL DADE MIDDLE SCHOOL,100,0.0
11180,MAYAS MODERN MEDITERRANEAN,98,2.0
11181,WINE'TASTIC!,98,2.0
11182,OUR REDEEMER LUTHERAN CHURCH,100,0.0
11183,EXTENDED STAY AMERICA #9709,95,5.0
11184,CHURCH'S CHICKEN #201,100,0.0
11185,FANCY CAKES BY LAUREN,98,2.0
11186,NANCY'S FRUITERIA & NIEVES,100,0.0
11187,RICO'S FRUTERIA Y NIEVERIA,100,0.0
11188,WAFFLE HOUSE,97,3.0
11189,ANATOLE HOTEL (EMPLOYEE CAFE),95,5.0
11190,FELIX G BOTELLO PERSONALIZED LEARING ELEMENTRY,98,2.0
11191,JFE SUSHI,95,5.0
11192,HEALTHSOUTH REHABILITATION HOSPITAL OF DALLAS,98,2.0
11193,RAUL S. QUINTANILLA SR.  MIDDLE SCHOOL STEAM ACADEMY,99,1.0
11194,DONUT PALACE,80,20.0
11195,SMOKY ROSE OUTSIDE BAR,100,0.0
11196,OLIVELLAS LAKEWOOD,100,0.0
11197,HARMONY SCH OF BUSINESS W SIDE CAFE,100,0.0
11198,TRINITY BASIN PREPARATORY (2ND FLOOR),97,3.0
11199,TRUFUSION FITNESS,100,0.0
11200,AFC SUSHI @TOM THUMB #3582,95,5.0
11201,STARBUCKS,96,4.0
11202,AFC SUSHI @ TOM THUMB #3570,97,3.0
11203,SAVANNAH'S FRESH MEAT MARKET,85,15.0
11204,RIZOS INTERNET CAFE,93,7.0
11205,CORNER BAKERY #108,100,0.0
11206,EDGEMERE SERVING PANTRY ROOM #E105,97,3.0
11207,GATEWAY,100,0.0
11208,JAMBA JUICE,96,4.0
11209,SONIC DRIVE IN,95,5.0
11210,COOL RIVER CAFE CRC01,95,5.0
11211,AFC SUSHI @ TOM THUMB #2534,98,2.0
11212,SAZON TEX-MEX Y MAS,96,4.0
11213,RACETRAC,98,2.0
11214,VERITAS,97,3.0
11215,BASKIN ROBBIN'S,98,2.0
11216,LA MICHOACANA MEAT MARKET/GROCERY,96,4.0
11217,SUBWAY,94,6.0
11218,WENDY'S #8604,98,2.0
11219,ULTIMATE SPORT NUTRITION,95,5.0
11220,RAUL S. QUINTANILLA SR.  MIDDLE SCHOOL STEAM ACADEMY,100,0.0
11221,EMBASSY SUITES PARK CENTRAL - BAR,97,3.0
11222,COSTCO WHOLESALE (DELI/ ROSTISSERIE),99,1.0
11223,MCDONALDS 07614,99,1.0
11224,J P STARKS ELEMENTARY SCHOOL,100,0.0
11225,WHOLEFOODS MARKET/KITCHEN,96,4.0
11226,RAUL S. QUINTANILLA SR.  MIDDLE SCHOOL STEAM ACADEMY,100,0.0
11227,METHODIST REHABILITATION HOSPITAL,96,4.0
11228,EINSTEIN BROS BAGELS #3615,98,2.0
11229,SAM'S #8248 MEAT & FISH,96,4.0
11230,CVS PHARMACY,99,1.0
11231,EL POLLO REGIO,97,3.0
11232,7-ELEVEN STORE #39443,83,17.0
11233,PIZZA GETTI,96,4.0
11234,WAL-MART NEIGHBORHOOD/DELI,100,0.0
11235,LITTLE GREEK PRESTON HOLLOW,95,5.0
11236,WOLFGANG PUCK CATERING-DOCK AREA,98,2.0
11237,ACCENT FOOD SERVICES- MILLIMAN,100,0.0
11238,BRAKE & CLUTCH WAREHOUSE (BAR),100,0.0
11239,MAMOUN'S FALAFEL,96,4.0
11240,TOM THUMB #2534 MEAT,100,0.0
11241,TACOS Y MAS,95,5.0
11242,AFC SUSHI @ ALBERTSON'S,100,0.0
11243,TOM THUMB #1540 DELI,98,2.0
11244,JACK IN THE BOX #748,95,5.0
11245,DAN F LONG JR HIGH SCHOOL,100,0.0
11246,EZ STOP #3,97,3.0
11247,HALL ARTS HOTEL (POOL BAR),99,1.0
11248,FRENCH GARDEN - DELI,98,2.0
11249,BURGER KING,96,4.0
11250,SAMS CLUB/CAFE,97,3.0
11251,PANDA EXPRESS,94,6.0
11252,STARBUCKS COFFEE #6222,96,4.0
11253,QUIKTRIP #1900,95,5.0
11254,ACCENT FOOD SERVICES-BLDG 3 1ST FLOOR-TRINITY,100,0.0
11255,SONIC DRIVE IN,95,5.0
11256,BURGER KING,97,3.0
11257,HAMPTON INN & SUITES/ BREAKFAST KITCHEN,100,0.0
11258,COMFORT SUITES,98,2.0
11259,ROGER Q MILLS ELEMENTARY,100,0.0
11260,WHITE ROCK COFFEE,97,3.0
11261,PALAPAS SEAFOOD BAR,80,20.0
11262,WENDY'S #1894,96,4.0
11263,WINGSTOP RESTAURANT,93,7.0
11264,AFC SUSHI @TOM THUMB #3582,100,0.0
11265,JESUIT PREP SCHOOL STADIUM CONCESS,96,4.0
11266,GINGER THAI RESTAURANT,94,6.0
11267,GREENVILLE AVENUE PIZZA COMPANY,100,0.0
11268,AFC SUSHI,97,3.0
11269,THAI OPAL,94,6.0
11270,FUZZY'S TACO SHOP,98,2.0
11271,IL CANE ROSSO,100,0.0
11272,FAMILY DOLLAR #6768,98,2.0
11273,FIESTA DE FRUTAS RESTAURANT,98,2.0
11274,DALLAS BETHLEHEM CENTER INC,100,0.0
11275,MOMO'S,97,3.0
11276,WENDY'S,96,4.0
11277,HALL PERSONALIZED LEARNING ACADEMY AT OAK CLIFF,96,4.0
11278,CHIPOTLE MEXICAN GRILL,100,0.0
11279,SMOOTHIE KING,94,6.0
11280,AFC SUSHI @ TOM THUMB #3570,96,4.0
11281,NOOR SON 99 CENT PLUS,98,2.0
11282,CANTINA 72,95,5.0
11283,FILAMENT RESTAURANT,93,7.0
11284,TAQUERIA PANCHITO,97,3.0
11285,LEGACY MIDTOWN PARK (3RD FLOOR),100,0.0
11286,CITIZEN,97,3.0
11287,BRENTFIELD ELEMENTARY 3-6,99,1.0
11288,WHOLE FOODS MARKET/BAKERY,98,2.0
11289,JACK IN THE BOX,98,2.0
11290,TAQUERIA EL TOCALLO,96,4.0
11291,SUSHI BAYASHI,100,0.0
11292,TRADER JOES,94,6.0
11293,THE GRAPEVINE BAR,95,5.0
11294,UPSTAIRS CIRCUS,98,2.0
11295,EL RANCHO #25 - TAQUERIA/PULAPA,95,5.0
11296,GOOD TIME FOOD MART,100,0.0
11297,RITZ CARLTON HOTEL - KITCHEN,99,1.0
11298,V-EATS,100,0.0
11299,PARK AVENUE CLUB,90,10.0
11300,SUPER TARGET #1775 STARBUCKS,100,0.0
11301,SENDA DEL SABOR,100,0.0
11302,ANATOLE HOTEL (BANQUET KITCHEN),92,8.0
11303,WORLD TRADE CENTER CAFE,100,0.0
11304,DALLAS MARRIOTT MARKET CENTER GIFT,100,0.0
11305,W O A DIPPIN DOTS,95,5.0
11306,SOUK RESTAURANT,100,0.0
11307,CINNABON,97,3.0
11308,WALNUT GLEN CAFE,95,5.0
11309,GOLD CLUB BAR,96,4.0
11310,ALL SAINTS ELEM SCHOOL,100,0.0
11311,SONIC DRIVE IN,97,3.0
11312,BRYAN ADAMS HIGH SCHOOL,100,0.0
11313,TEXAS INSTRUMENTS DMOS6,98,2.0
11314,EL POLLO LOCO,98,2.0
11315,GREENZ,98,2.0
11316,LITTLE CAESARS,98,2.0
11317,SONIC DRIVE IN,99,1.0
11318,SONIC DRVE IN,80,20.0
11319,RAMADA INN,100,0.0
11320,FORESTRIDGE ELEMENTARY,97,3.0
11321,FIESTA MART FISH MARKET,98,2.0
11322,BAKERS RIBS,100,0.0
11323,7-ELEVEN CONVENIENCE STORE #27372C,96,4.0
11324,MERIT TOWER CAFE,100,0.0
11325,CAROLYN C BUKHAIR ELEMENTARY,97,3.0
11326,LILLY'S CAFE,100,0.0
11327,TACO BELL #366,92,8.0
11328,APP#47833 CAKE RATTLE & ROLL,96,4.0
11329,CC YOUNG (ADULT DAY CARE LEVEL 1),100,0.0
11330,BOTTLED BLONDE DALLAS (BACKYARD BAR & KITCHEN),100,0.0
11331,PLAZA DONUTS,96,4.0
11332,MONARCH PAVILION REHABILITATION SUITES,91,9.0
11333,KFC,100,0.0
11334,PEI WEI ASIAN DINER,99,1.0
11335,BOTTLED BLONDE DALLAS,98,2.0
11336,NEIMAN MARCUS MERMAID BAR,100,0.0
11337,GATEWAY CHURCH (KIOSK),97,3.0
11338,SHAKE SHACK,95,5.0
11339,45 MINT,96,4.0
11340,JEANNIE'S CHINESE,100,0.0
11341,JIMMY JOHN'S,96,4.0
11342,PASTELERIA COMONFORT,97,3.0
11343,SUBWAY SANDWICHES,98,2.0
11344,PINKSTON HIGH SCHOOL,97,3.0
11345,MCDONALDS,99,1.0
11346,CHIPOTLE MEXICAN GRILL,100,0.0
11347,RED ROOF INN,98,2.0
11348,JACK IN THE BOX,93,7.0
11349,TOLLHILL COFFEE SHOP,98,2.0
11350,TACO BELL,97,3.0
11351,WINGSTOP,100,0.0
11352,CARVER 150,100,0.0
